timestamp,latitude,longitude
2026/02/27 12:47:05.000+00,-25.3853323,-51.4962809
2026/02/27 12:47:10.000+00,-25.3853451,-51.4962769
2026/02/27 12:47:10.000+00,-25.3853586,-51.4962638
2026/02/27 12:47:15.000+00,-25.3853865,-51.4962603
2026/02/27 12:47:20.000+00,-25.3854035,-51.4962437
2026/02/27 12:47:25.000+00,-25.3854036,-51.496241
2026/02/27 12:47:30.000+00,-25.385404,-51.4962434
2026/02/27 12:47:35.000+00,-25.3854061,-51.4962455
2026/02/27 12:47:40.000+00,-25.3854115,-51.4962452
2026/02/27 12:47:44.000+00,-25.3854334,-51.4962383
2026/02/27 12:47:48.000+00,-25.3854619,-51.4962565
2026/02/27 12:47:51.000+00,-25.3854959,-51.4962755
2026/02/27 12:47:56.000+00,-25.3855391,-51.4962988
2026/02/27 12:48:00.000+00,-25.3855786,-51.496312
2026/02/27 12:48:04.000+00,-25.3856084,-51.4963238
2026/02/27 12:48:06.000+00,-25.3856203,-51.4963354
2026/02/27 12:48:10.000+00,-25.3856475,-51.4963556
2026/02/27 12:48:15.000+00,-25.3856859,-51.4963808
2026/02/27 12:48:19.000+00,-25.3857166,-51.4964006
2026/02/27 12:48:22.000+00,-25.385738,-51.4964126
2026/02/27 12:48:26.000+00,-25.3857752,-51.4964328
2026/02/27 12:48:31.000+00,-25.3858009,-51.4964509
2026/02/27 12:48:35.000+00,-25.3858311,-51.4964855
2026/02/27 12:48:38.000+00,-25.385853,-51.4965047
2026/02/27 12:48:43.000+00,-25.3858994,-51.4965164
2026/02/27 12:48:47.000+00,-25.3859478,-51.4965354
2026/02/27 12:48:52.000+00,-25.3859617,-51.4965425
2026/02/27 12:48:57.000+00,-25.3859559,-51.4965437
2026/02/27 12:49:02.000+00,-25.3859541,-51.4965442
2026/02/27 12:49:07.000+00,-25.3859542,-51.4965438
2026/02/27 12:49:12.000+00,-25.3859527,-51.4965442
2026/02/27 12:49:17.000+00,-25.3859525,-51.4965442
2026/02/27 12:49:32.000+00,-25.3859571,-51.4965464
2026/02/27 12:49:34.000+00,-25.3859787,-51.4965636
2026/02/27 12:49:38.000+00,-25.3860186,-51.4965792
2026/02/27 12:49:43.000+00,-25.3860585,-51.4966015
2026/02/27 12:49:47.000+00,-25.3860836,-51.4966232
2026/02/27 12:49:50.000+00,-25.3860998,-51.4966322
2026/02/27 12:49:54.000+00,-25.3861417,-51.4966475
2026/02/27 12:49:59.000+00,-25.386175,-51.4966611
2026/02/27 12:50:03.000+00,-25.3862136,-51.496688
2026/02/27 12:50:05.000+00,-25.3862247,-51.4966983
2026/02/27 12:50:10.000+00,-25.3862595,-51.496719
2026/02/27 12:50:14.000+00,-25.3862965,-51.4967217
2026/02/27 12:50:18.000+00,-25.3863336,-51.4967073
2026/02/27 12:50:22.000+00,-25.3863441,-51.4966691
2026/02/27 12:50:27.000+00,-25.3863409,-51.4966549
2026/02/27 12:50:30.000+00,-25.3863454,-51.4966274
2026/02/27 12:50:34.000+00,-25.3863608,-51.4965871
2026/02/27 12:50:39.000+00,-25.386355,-51.496579
2026/02/27 12:50:44.000+00,-25.386323,-51.4965644
2026/02/27 12:50:48.000+00,-25.3863013,-51.4965454
2026/02/27 12:50:52.000+00,-25.3862815,-51.496539
2026/02/27 12:50:56.000+00,-25.3862545,-51.4965147
2026/02/27 12:51:01.000+00,-25.3862394,-51.4965118
2026/02/27 12:51:05.000+00,-25.3862174,-51.4964971
2026/02/27 12:51:09.000+00,-25.3861832,-51.4964768
2026/02/27 12:51:14.000+00,-25.3861532,-51.4964501
2026/02/27 12:51:17.000+00,-25.3861353,-51.4964373
2026/02/27 12:51:22.000+00,-25.3861238,-51.4964376
2026/02/27 12:51:26.000+00,-25.3861077,-51.4964289
2026/02/27 12:51:30.000+00,-25.3860678,-51.4964058
2026/02/27 12:51:34.000+00,-25.3860337,-51.4963981
2026/02/27 12:51:38.000+00,-25.3860091,-51.4963826
2026/02/27 12:51:42.000+00,-25.3859769,-51.496363
2026/02/27 12:51:46.000+00,-25.3859499,-51.4963527
2026/02/27 12:51:50.000+00,-25.3859213,-51.4963379
2026/02/27 12:51:54.000+00,-25.3858961,-51.4963274
2026/02/27 12:51:56.000+00,-25.3858813,-51.4963202
2026/02/27 12:52:01.000+00,-25.3858427,-51.4963006
2026/02/27 12:52:05.000+00,-25.3858211,-51.4962957
2026/02/27 12:52:10.000+00,-25.3858112,-51.496293
2026/02/27 12:52:14.000+00,-25.3857623,-51.4962613
2026/02/27 12:52:15.000+00,-25.385755,-51.4962574
2026/02/27 12:52:20.000+00,-25.3857124,-51.4962395
2026/02/27 12:52:24.000+00,-25.3856886,-51.496222
2026/02/27 12:52:29.000+00,-25.3856727,-51.4961926
2026/02/27 12:52:34.000+00,-25.3856733,-51.4961949
2026/02/27 12:52:39.000+00,-25.3856686,-51.4961907
2026/02/27 12:52:44.000+00,-25.3856391,-51.496178
2026/02/27 12:52:48.000+00,-25.3856417,-51.4961816
2026/02/27 12:52:53.000+00,-25.3856375,-51.4961744
2026/02/27 12:52:58.000+00,-25.3856425,-51.4961816
2026/02/27 12:53:03.000+00,-25.3856441,-51.4961825
2026/02/27 12:53:08.000+00,-25.3856447,-51.4961828
2026/02/27 12:53:13.000+00,-25.3856476,-51.496181
2026/02/27 12:53:18.000+00,-25.3856479,-51.496181
2026/02/27 12:53:23.000+00,-25.3856479,-51.4961796
2026/02/27 12:53:28.000+00,-25.3856488,-51.4961819
2026/02/27 12:53:32.000+00,-25.3856484,-51.4961827
2026/02/27 12:53:37.000+00,-25.3856482,-51.4961813
2026/02/27 12:53:41.000+00,-25.3856493,-51.496182
2026/02/27 12:53:46.000+00,-25.3856481,-51.4961833
2026/02/27 12:53:51.000+00,-25.3856494,-51.4961833
2026/02/27 12:53:56.000+00,-25.3856494,-51.4961839
2026/02/27 12:54:00.000+00,-25.3856434,-51.4961802
2026/02/27 12:54:06.000+00,-25.3856268,-51.4961796
2026/02/27 12:54:10.000+00,-25.3855715,-51.4961478
2026/02/27 12:54:14.000+00,-25.3855415,-51.4961352
2026/02/27 12:54:18.000+00,-25.385526,-51.4961278
2026/02/27 12:54:20.000+00,-25.3855041,-51.4961175
2026/02/27 12:54:25.000+00,-25.3854615,-51.4961037
2026/02/27 12:54:29.000+00,-25.3854442,-51.4960677
2026/02/27 12:54:33.000+00,-25.3854561,-51.4960255
2026/02/27 12:54:38.000+00,-25.3854801,-51496
2026/02/27 12:54:42.000+00,-25.385508,-51.4959882
2026/02/27 12:54:47.000+00,-25.3855262,-51.4960125
2026/02/27 12:54:52.000+00,-25.3855283,-51.4960195
2026/02/27 12:54:57.000+00,-25.3855416,-51.496024
2026/02/27 12:55:01.000+00,-25.3855849,-51.4960458
2026/02/27 12:55:05.000+00,-25.3856239,-51.4960646
2026/02/27 12:55:06.000+00,-25.3856317,-51.4960669
2026/02/27 12:55:11.000+00,-25.3856734,-51.4960877
2026/02/27 12:55:16.000+00,-25.3857058,-51.4961121
2026/02/27 12:55:20.000+00,-25.3857497,-51.4961265
2026/02/27 12:55:21.000+00,-25.3857551,-51.4961307
2026/02/27 12:55:26.000+00,-25.3857955,-51.4961497
2026/02/27 12:55:30.000+00,-25.3858382,-51.4961737
2026/02/27 12:55:35.000+00,-25.3858721,-51.4962003
2026/02/27 12:55:35.000+00,-25.3858774,-51.4962007
2026/02/27 12:55:40.000+00,-25.3858933,-51.4962282
2026/02/27 12:55:45.000+00,-25.3859367,-51.4962225
2026/02/27 12:55:49.000+00,-25.3859903,-51.4962418
2026/02/27 12:55:52.000+00,-25.386008,-51.4962544
2026/02/27 12:55:56.000+00,-25.3860389,-51.4962691
2026/02/27 12:56:00.000+00,-25.3860708,-51.4962823
2026/02/27 12:56:05.000+00,-25.3860997,-51.4963133
2026/02/27 12:56:08.000+00,-25.3861256,-51.4963296
2026/02/27 12:56:13.000+00,-25.3861444,-51.4963606
2026/02/27 12:56:17.000+00,-25.3861726,-51.4963757
2026/02/27 12:56:21.000+00,-25.3862118,-51.4963949
2026/02/27 12:56:25.000+00,-25.3862411,-51.4964141
2026/02/27 12:56:29.000+00,-25.3862784,-51.4964296
2026/02/27 12:56:33.000+00,-25.3862966,-51.4964596
2026/02/27 12:56:38.000+00,-25.3863459,-51.4964893
2026/02/27 12:56:41.000+00,-25.3863569,-51.4964925
2026/02/27 12:56:45.000+00,-25.3863602,-51.4964933
2026/02/27 12:56:49.000+00,-25.3863933,-51.4965105
2026/02/27 12:56:54.000+00,-25.3864399,-51.496538
2026/02/27 12:56:58.000+00,-25.3864752,-51.4965611
2026/02/27 12:56:59.000+00,-25.3864814,-51.4965634
2026/02/27 12:57:03.000+00,-25.3864985,-51.4965332
2026/02/27 12:57:08.000+00,-25.3865075,-51.4964923
2026/02/27 12:57:12.000+00,-25.3865154,-51.4964429
2026/02/27 12:57:17.000+00,-25.3865119,-51.4964383
2026/02/27 12:57:22.000+00,-25.3865142,-51.4964431
2026/02/27 12:57:27.000+00,-25.3864754,-51.4964229
2026/02/27 12:57:29.000+00,-25.3864498,-51.4964182
2026/02/27 12:57:34.000+00,-25.3864261,-51.4964025
2026/02/27 12:57:38.000+00,-25.3863963,-51.4963899
2026/02/27 12:57:43.000+00,-25.38635,-51.4963766
2026/02/27 12:57:46.000+00,-25.3863233,-51.4963599
2026/02/27 12:57:50.000+00,-25.3862884,-51.4963445
2026/02/27 12:57:55.000+00,-25.386255,-51.4963162
2026/02/27 12:58:00.000+00,-25.3862413,-51.4962768
2026/02/27 12:58:03.000+00,-25.3862222,-51.4962587
2026/02/27 12:58:07.000+00,-25.386197,-51.4962308
2026/02/27 12:58:12.000+00,-25.3861821,-51.4962403
2026/02/27 12:58:16.000+00,-25.3861793,-51.4962311
2026/02/27 12:58:21.000+00,-25.3861741,-51.4961948
2026/02/27 12:58:25.000+00,-25.3861083,-51.496187
2026/02/27 12:58:26.000+00,-25.3861014,-51.4961837
2026/02/27 12:58:30.000+00,-25.3860676,-51.4961594
2026/02/27 12:58:35.000+00,-25.3860255,-51.4961302
2026/02/27 12:58:39.000+00,-25.3859946,-51.4961125
2026/02/27 12:58:40.000+00,-25.38598,-51.4961085
2026/02/27 12:58:45.000+00,-25.3859399,-51.4960888
2026/02/27 12:58:49.000+00,-25.3859111,-51.4960598
2026/02/27 12:58:53.000+00,-25.3858759,-51.4960385
2026/02/27 12:58:56.000+00,-25.3858609,-51.4960336
2026/02/27 12:59:00.000+00,-25.3858207,-51.4960133
2026/02/27 12:59:05.000+00,-25.3857933,-51.4959989
2026/02/27 12:59:09.000+00,-25.3857645,-51.4959901
2026/02/27 12:59:13.000+00,-25.3857336,-51.4959856
2026/02/27 12:59:14.000+00,-25.385724,-51.4959789
2026/02/27 12:59:19.000+00,-25.3856878,-51.4959631
2026/02/27 12:59:24.000+00,-25.3856402,-51.4959435
2026/02/27 12:59:28.000+00,-25.3856185,-51.4959396
2026/02/27 12:59:32.000+00,-25.385599,-51.495913
2026/02/27 12:59:37.000+00,-25.3855667,-51.4958911
2026/02/27 12:59:41.000+00,-25.3855436,-51.4958709
2026/02/27 12:59:46.000+00,-25.3855508,-51.4958379
2026/02/27 12:59:50.000+00,-25.3855594,-51.4958044
2026/02/27 12:59:54.000+00,-25.3855807,-51.4957705
2026/02/27 12:59:55.000+00,-25.3855854,-51.4957623
2026/02/27 12:59:59.000+00,-25.3855935,-51.4957231
2026/02/27 13:00:03.000+00,-25.3856095,-51.4956923
2026/02/27 13:00:08.000+00,-25.385646,-51.4957024
2026/02/27 13:00:12.000+00,-25.3856867,-51.49572
2026/02/27 13:00:16.000+00,-25.385722,-51.4957336
2026/02/27 13:00:20.000+00,-25.3857638,-51.4957523
2026/02/27 13:00:25.000+00,-25.3858057,-51.4957822
2026/02/27 13:00:29.000+00,-25.3858412,-51.4957995
2026/02/27 13:00:29.000+00,-25.3858437,-51.4957999
2026/02/27 13:00:33.000+00,-25.385879,-51.4958172
2026/02/27 13:00:37.000+00,-25.3859032,-51.4958373
2026/02/27 13:00:42.000+00,-25.3859396,-51.4958549
2026/02/27 13:00:44.000+00,-25.3859664,-51.4958675
2026/02/27 13:00:49.000+00,-25.3860072,-51.4958855
2026/02/27 13:00:53.000+00,-25.3860531,-51.4959088
2026/02/27 13:00:58.000+00,-25.3860922,-51.495932
2026/02/27 13:01:03.000+00,-25.3861308,-51.4959458
2026/02/27 13:01:07.000+00,-25.3861697,-51.4959675
2026/02/27 13:01:11.000+00,-25.3862046,-51.4959846
2026/02/27 13:01:13.000+00,-25.3862157,-51.4960013
2026/02/27 13:01:18.000+00,-25.3862651,-51.4960073
2026/02/27 13:01:22.000+00,-25.3862911,-51.4960292
2026/02/27 13:01:27.000+00,-25.3863392,-51.4960341
2026/02/27 13:01:28.000+00,-25.3863483,-51.4960372
2026/02/27 13:01:33.000+00,-25.3863772,-51.4960077
2026/02/27 13:01:37.000+00,-25.3863833,-51.4959599
2026/02/27 13:01:42.000+00,-25.3864052,-51.4959184
2026/02/27 13:01:43.000+00,-25.3864136,-51.4959018
2026/02/27 13:01:48.000+00,-25.3864338,-51.4958647
2026/02/27 13:01:52.000+00,-25.3864268,-51.4958397
2026/02/27 13:01:56.000+00,-25.3864014,-51.4958326
2026/02/27 13:02:01.000+00,-25.3863676,-51.4958102
2026/02/27 13:02:06.000+00,-25.3863411,-51.4957872
2026/02/27 13:02:08.000+00,-25.386329,-51.495779
2026/02/27 13:02:13.000+00,-25.3862824,-51.4957497
2026/02/27 13:02:17.000+00,-25.3862489,-51.4957208
2026/02/27 13:02:21.000+00,-25.3862144,-51.4957105
2026/02/27 13:02:21.000+00,-25.3862098,-51.4957066
2026/02/27 13:02:25.000+00,-25.3861834,-51.4956845
2026/02/27 13:02:30.000+00,-25.3861515,-51.4956646
2026/02/27 13:02:34.000+00,-25.3861155,-51.4956502
2026/02/27 13:02:37.000+00,-25.3860899,-51.4956372
2026/02/27 13:02:41.000+00,-25.3860455,-51.4956208
2026/02/27 13:02:46.000+00,-25.3860122,-51.4956045
2026/02/27 13:02:50.000+00,-25.3859784,-51.4955889
2026/02/27 13:02:52.000+00,-25.3859598,-51.4955774
2026/02/27 13:02:57.000+00,-25.3859235,-51.495554
2026/02/27 13:03:01.000+00,-25.3858899,-51.4955328
2026/02/27 13:03:05.000+00,-25.3858609,-51.4955126
2026/02/27 13:03:08.000+00,-25.3858385,-51.4955013
2026/02/27 13:03:12.000+00,-25.3857992,-51.495478
2026/02/27 13:03:16.000+00,-25.3857655,-51.4954544
2026/02/27 13:03:20.000+00,-25.3857349,-51.4954397
2026/02/27 13:03:23.000+00,-25.3857173,-51.4954295
2026/02/27 13:03:28.000+00,-25.3857066,-51.495401
2026/02/27 13:03:32.000+00,-25.3857373,-51.4953586
2026/02/27 13:03:37.000+00,-25.3857655,-51.4953257
2026/02/27 13:03:40.000+00,-25.3857751,-51.4952939
2026/02/27 13:03:45.000+00,-25.3857888,-51.4952558
2026/02/27 13:03:49.000+00,-25.3858234,-51.4952396
2026/02/27 13:03:54.000+00,-25.3858653,-51.4952498
2026/02/27 13:03:58.000+00,-25.3858976,-51.4952645
2026/02/27 13:04:03.000+00,-25.3858884,-51.4952662
2026/02/27 13:04:08.000+00,-25.3858825,-51.4952655
2026/02/27 13:04:13.000+00,-25.3858788,-51.4952654
2026/02/27 13:04:17.000+00,-25.3858796,-51.495267
2026/02/27 13:04:21.000+00,-25.3858789,-51.4952633
2026/02/27 13:04:26.000+00,-25.3858845,-51.4952548
2026/02/27 13:04:29.000+00,-25.3859114,-51.4952581
2026/02/27 13:04:33.000+00,-25.3859561,-51.4952762
2026/02/27 13:04:38.000+00,-25.385988,-51.4953129
2026/02/27 13:04:42.000+00,-25.3860317,-51.4953275
2026/02/27 13:04:47.000+00,-25.3860706,-51.4953502
2026/02/27 13:04:51.000+00,-25.3861173,-51.4953672
2026/02/27 13:04:55.000+00,-25.3861604,-51.4953791
2026/02/27 13:04:59.000+00,-25.3861937,-51.4953997
2026/02/27 13:05:04.000+00,-25.3862389,-51.495411
2026/02/27 13:05:08.000+00,-25.3862827,-51.4954175
2026/02/27 13:05:10.000+00,-25.386293,-51.4954265
2026/02/27 13:05:14.000+00,-25.3863206,-51.4954609
2026/02/27 13:05:18.000+00,-25.3863557,-51.4954839
2026/02/27 13:05:23.000+00,-25.3863969,-51.4954911
2026/02/27 13:05:25.000+00,-25.3864126,-51.4954968
2026/02/27 13:05:29.000+00,-25.386451,-51.4955165
2026/02/27 13:05:34.000+00,-25.3864897,-51.4955135
2026/02/27 13:05:38.000+00,-25.3865312,-51.4955239
2026/02/27 13:05:40.000+00,-25.3865499,-51.4955109
2026/02/27 13:05:45.000+00,-25.3865496,-51.4954688
2026/02/27 13:05:49.000+00,-25.3865504,-51.4954494
2026/02/27 13:05:53.000+00,-25.3865146,-51.4954102
2026/02/27 13:05:57.000+00,-25.3864845,-51.4953885
2026/02/27 13:05:59.000+00,-25.3864732,-51.4953862
2026/02/27 13:06:03.000+00,-25.3864413,-51.4953857
2026/02/27 13:06:07.000+00,-25.3864085,-51.4953815
2026/02/27 13:06:12.000+00,-25.3863889,-51.4953859
2026/02/27 13:06:17.000+00,-25.3863962,-51.4953792
2026/02/27 13:06:21.000+00,-25.3863943,-51.4953727
2026/02/27 13:06:25.000+00,-25.3863924,-51.4953691
2026/02/27 13:06:30.000+00,-25.3863967,-51.4954046
2026/02/27 13:06:34.000+00,-25.3863688,-51.495417
2026/02/27 13:06:38.000+00,-25.3863481,-51.4954135
2026/02/27 13:06:43.000+00,-25.3863419,-51.4953925
2026/02/27 13:06:44.000+00,-25.3863347,-51.4953893
2026/02/27 13:06:48.000+00,-25.3862941,-51.4953768
2026/02/27 13:06:52.000+00,-25.386263,-51.495355
2026/02/27 13:06:56.000+00,-25.3862243,-51.4953467
2026/02/27 13:06:58.000+00,-25.3862062,-51.4953391
2026/02/27 13:07:02.000+00,-25.3861748,-51.495308
2026/02/27 13:07:07.000+00,-25.3861391,-51.4952942
2026/02/27 13:07:12.000+00,-25.3861053,-51.495278
2026/02/27 13:07:13.000+00,-25.3860814,-51.4952671
2026/02/27 13:07:17.000+00,-25.3860391,-51.4952429
2026/02/27 13:07:22.000+00,-25.3860055,-51.4952178
2026/02/27 13:07:27.000+00,-25.3859631,-51.4952085
2026/02/27 13:07:29.000+00,-25.3859538,-51.4952013
2026/02/27 13:07:33.000+00,-25.3859288,-51.4951901
2026/02/27 13:07:37.000+00,-25.3858981,-51.4951851
2026/02/27 13:07:42.000+00,-25.385856,-51.4951839
2026/02/27 13:07:46.000+00,-25.3858542,-51.4951896
2026/02/27 13:07:50.000+00,-25.3858511,-51.4951828
2026/02/27 13:07:55.000+00,-25.3858406,-51.4951701
2026/02/27 13:07:57.000+00,-25.3858196,-51.4951556
2026/02/27 13:08:02.000+00,-25.3857822,-51.4951304
2026/02/27 13:08:06.000+00,-25.385783,-51.4951284
2026/02/27 13:08:10.000+00,-25.3857852,-51.4951256
2026/02/27 13:08:14.000+00,-25.3857518,-51.4951075
2026/02/27 13:08:19.000+00,-25.3857164,-51.4950799
2026/02/27 13:08:20.000+00,-25.3857071,-51.4950724
2026/02/27 13:08:24.000+00,-25.3856712,-51.4950397
2026/02/27 13:08:29.000+00,-25.3856578,-51.4950082
2026/02/27 13:08:33.000+00,-25.3856661,-51.4949726
2026/02/27 13:08:37.000+00,-25.3856797,-51.4949355
2026/02/27 13:08:39.000+00,-25.3856809,-51.4949257
2026/02/27 13:08:43.000+00,-25.3856933,-51.4948925
2026/02/27 13:08:47.000+00,-25.3857017,-51.4948671
2026/02/27 13:08:51.000+00,-25.3857162,-51.4948397
2026/02/27 13:08:56.000+00,-25.3857284,-51.4947892
2026/02/27 13:08:56.000+00,-25.3857279,-51.4947823
2026/02/27 13:09:01.000+00,-25.3857384,-51.4947301
2026/02/27 13:09:05.000+00,-25.3857407,-51.4946856
2026/02/27 13:09:10.000+00,-25.3857496,-51.4946376
2026/02/27 13:09:11.000+00,-25.3857515,-51.4946306
2026/02/27 13:09:15.000+00,-25.3857625,-51.4945936
2026/02/27 13:09:20.000+00,-25.3857755,-51.4945406
2026/02/27 13:09:24.000+00,-25.3857807,-51.4945305
2026/02/27 13:09:29.000+00,-25.3858051,-51.4944886
2026/02/27 13:09:33.000+00,-25.385812,-51.4944313
2026/02/27 13:09:37.000+00,-25.3858169,-51.4943942
2026/02/27 13:09:42.000+00,-25.3858093,-51.4943559
2026/02/27 13:09:47.000+00,-25.3857778,-51.4943467
2026/02/27 13:09:48.000+00,-25.3857524,-51.4943471
2026/02/27 13:09:53.000+00,-25.3857094,-51.4943382
2026/02/27 13:09:57.000+00,-25.3856648,-51.4943101
2026/02/27 13:10:01.000+00,-25.3856269,-51.4942846
2026/02/27 13:10:06.000+00,-25.3855886,-51.4942581
2026/02/27 13:10:11.000+00,-25.3855556,-51.4942394
2026/02/27 13:10:15.000+00,-25.3855207,-51.4942059
2026/02/27 13:10:16.000+00,-25.3855145,-51.4942005
2026/02/27 13:10:21.000+00,-25.3854751,-51.4941864
2026/02/27 13:10:26.000+00,-25.385437,-51.4941678
2026/02/27 13:10:30.000+00,-25.3854024,-51.4941462
2026/02/27 13:10:31.000+00,-25.3853906,-51.494139
2026/02/27 13:10:36.000+00,-25.3853623,-51.4941167
2026/02/27 13:10:40.000+00,-25.3853214,-51.4941039
2026/02/27 13:10:45.000+00,-25.3852918,-51.4940862
2026/02/27 13:10:48.000+00,-25.3852607,-51.4940887
2026/02/27 13:10:52.000+00,-25.3852204,-51.4940647
2026/02/27 13:10:57.000+00,-25.3851822,-51.4940532
2026/02/27 13:11:01.000+00,-25.3851441,-51.4940504
2026/02/27 13:11:04.000+00,-25.3851216,-51.4940527
2026/02/27 13:11:08.000+00,-25.3850846,-51.4940597
2026/02/27 13:11:12.000+00,-25.3850463,-51.4940559
2026/02/27 13:11:17.000+00,-25.3850125,-51.4940336
2026/02/27 13:11:20.000+00,-25.3849852,-51.4940151
2026/02/27 13:11:24.000+00,-25.3849418,-51.4940097
2026/02/27 13:11:28.000+00,-25.3849056,-51.4940122
2026/02/27 13:11:33.000+00,-25.3848686,-51.4940083
2026/02/27 13:11:35.000+00,-25.3848453,-51.4940055
2026/02/27 13:11:39.000+00,-25.3848345,-51.4939575
2026/02/27 13:11:44.000+00,-25.3848592,-51.493894
2026/02/27 13:11:47.000+00,-25.3848617,-51.4938551
2026/02/27 13:11:51.000+00,-25.3848448,-51.49382
2026/02/27 13:11:55.000+00,-25.3848789,-51.4937917
2026/02/27 13:12:00.000+00,-25.3849024,-51.4937412
2026/02/27 13:12:03.000+00,-25.3849179,-51.4937165
2026/02/27 13:12:07.000+00,-25.384925,-51.4936839
2026/02/27 13:12:12.000+00,-25.3849096,-51.4936814
2026/02/27 13:12:17.000+00,-25.3849098,-51.4936849
2026/02/27 13:12:22.000+00,-25.3849102,-51.4936797
2026/02/27 13:12:27.000+00,-25.3849096,-51.4936753
2026/02/27 13:12:31.000+00,-25.3849089,-51.4936762
2026/02/27 13:12:35.000+00,-25.3849019,-51.4936797
2026/02/27 13:12:40.000+00,-25.3848992,-51.4936799
2026/02/27 13:12:45.000+00,-25.3848984,-51.4936817
2026/02/27 13:12:50.000+00,-25.3849051,-51.4936784
2026/02/27 13:12:55.000+00,-25.3849059,-51.4936781
2026/02/27 13:13:00.000+00,-25.3849064,-51.4936782
2026/02/27 13:13:05.000+00,-25.384906,-51.4936784
2026/02/27 13:13:10.000+00,-25.3849062,-51.4936785
2026/02/27 13:14:05.000+00,-25.3849107,-51.4936858
2026/02/27 13:14:10.000+00,-25.3849108,-51.493686
2026/02/27 13:14:35.000+00,-25.3849107,-51.4936901
2026/02/27 13:14:40.000+00,-25.3849107,-51.4936902
2026/02/27 13:14:44.000+00,-25.3849107,-51.4936903
2026/02/27 13:14:49.000+00,-25.3849011,-51.4936876
2026/02/27 13:14:53.000+00,-25.3849009,-51.4936876
2026/02/27 13:15:32.000+00,-25.3848887,-51.4936768
2026/02/27 13:15:37.000+00,-25.3848678,-51.4936639
2026/02/27 13:15:42.000+00,-25.3848331,-51.4936224
2026/02/27 13:15:43.000+00,-25.3848225,-51.4936106
2026/02/27 13:15:48.000+00,-25.3847992,-51.4935993
2026/02/27 13:15:52.000+00,-25.3847562,-51.4935933
2026/02/27 13:15:56.000+00,-25.3847415,-51.493586
2026/02/27 13:16:00.000+00,-25.3847083,-51.4935756
2026/02/27 13:16:02.000+00,-25.3846871,-51.493563
2026/02/27 13:16:07.000+00,-25.3846502,-51.4935599
2026/02/27 13:16:12.000+00,-25.3846227,-51.4935341
2026/02/27 13:16:17.000+00,-25.3846064,-51.4935187
2026/02/27 13:16:21.000+00,-25.3845755,-51.4935022
2026/02/27 13:16:23.000+00,-25.384562,-51.4934972
2026/02/27 13:16:27.000+00,-25.3845202,-51.4934743
2026/02/27 13:16:31.000+00,-25.384477,-51.4934535
2026/02/27 13:16:35.000+00,-25.3844489,-51.4934346
2026/02/27 13:16:37.000+00,-25.384439,-51.4934279
2026/02/27 13:16:41.000+00,-25.3844078,-51.4934034
2026/02/27 13:16:46.000+00,-25.3844102,-51.4933972
2026/02/27 13:16:51.000+00,-25.3843971,-51.4933958
2026/02/27 13:16:56.000+00,-25.3843941,-51.4933936
2026/02/27 13:17:01.000+00,-25.3843929,-51.4933937
2026/02/27 13:17:05.000+00,-25.3843809,-51.4933923
2026/02/27 13:17:09.000+00,-25.3843163,-51.4933737
2026/02/27 13:17:10.000+00,-25.3843094,-51.4933736
2026/02/27 13:17:14.000+00,-25.3842653,-51.4933483
2026/02/27 13:17:19.000+00,-25.3842259,-51.4933059
2026/02/27 13:17:23.000+00,-25.3842246,-51.493257
2026/02/27 13:17:28.000+00,-25.3842513,-51.4932172
2026/02/27 13:17:32.000+00,-25.3842797,-51.4931822
2026/02/27 13:17:36.000+00,-25.3843094,-51.4931831
2026/02/27 13:17:41.000+00,-25.3843239,-51.4932128
2026/02/27 13:17:45.000+00,-25.3843367,-51.4932196
2026/02/27 13:17:50.000+00,-25.3843283,-51.4932166
2026/02/27 13:17:54.000+00,-25.3843272,-51.4932167
2026/02/27 13:17:59.000+00,-25.384327,-51.4932165
2026/02/27 13:18:04.000+00,-25.3843258,-51.4932168
2026/02/27 13:18:08.000+00,-25.3843483,-51.4932279
2026/02/27 13:18:11.000+00,-25.3843628,-51.4932435
2026/02/27 13:18:15.000+00,-25.3844028,-51.4932692
2026/02/27 13:18:20.000+00,-25.3844394,-51.493288
2026/02/27 13:18:24.000+00,-25.384476,-51.4933061
2026/02/27 13:18:25.000+00,-25.3844841,-51.4933107
2026/02/27 13:18:29.000+00,-25.3845082,-51.4933391
2026/02/27 13:18:34.000+00,-25.3845473,-51.4933605
2026/02/27 13:18:38.000+00,-25.3845892,-51.4933642
2026/02/27 13:18:41.000+00,-25.3846111,-51.4933729
2026/02/27 13:18:45.000+00,-25.3846433,-51.4933917
2026/02/27 13:18:49.000+00,-25.3846717,-51.4934095
2026/02/27 13:18:54.000+00,-25.3847106,-51.4934308
2026/02/27 13:18:57.000+00,-25.3847399,-51.493439
2026/02/27 13:19:02.000+00,-25.3847753,-51.4934582
2026/02/27 13:19:06.000+00,-25.3848091,-51.4934803
2026/02/27 13:19:10.000+00,-25.3848443,-51.4935065
2026/02/27 13:19:12.000+00,-25.3848581,-51.4935127
2026/02/27 13:19:16.000+00,-25.3848889,-51.49353
2026/02/27 13:19:20.000+00,-25.3849139,-51.4935255
2026/02/27 13:19:24.000+00,-25.384947,-51.493548
2026/02/27 13:19:29.000+00,-25.3849844,-51.4935772
2026/02/27 13:19:34.000+00,-25.3850155,-51.4935725
2026/02/27 13:19:38.000+00,-25.3850146,-51.4935338
