timestamp,latitude,longitude
2026/02/27 12:11:06.000+00,-25.3858049,-51.4972832
2026/02/27 12:11:11.000+00,-25.3858192,-51.4972432
2026/02/27 12:11:11.000+00,-25.3858191,-51.4972325
2026/02/27 12:11:15.000+00,-25.385807,-51.4971815
2026/02/27 12:11:20.000+00,-25.3858074,-51.4971675
2026/02/27 12:11:26.000+00,-25.3858194,-51.4971679
2026/02/27 12:11:30.000+00,-25.3858242,-51.4971666
2026/02/27 12:11:35.000+00,-25.3858242,-51.4971676
2026/02/27 12:11:39.000+00,-25.3858471,-51.4971532
2026/02/27 12:11:44.000+00,-25.3858852,-51.4971243
2026/02/27 12:11:46.000+00,-25.3858938,-51.4971059
2026/02/27 12:11:50.000+00,-25.3858993,-51.4970548
2026/02/27 12:11:54.000+00,-25.3859138,-51.497016
2026/02/27 12:11:58.000+00,-25.3859321,-51.4969783
2026/02/27 12:12:00.000+00,-25.3859409,-51.4969595
2026/02/27 12:12:04.000+00,-25.3859579,-51.4969252
2026/02/27 12:12:09.000+00,-25.3859733,-51.4968884
2026/02/27 12:12:13.000+00,-25.3859933,-51.4968494
2026/02/27 12:12:16.000+00,-25.3860107,-51.4968307
2026/02/27 12:12:21.000+00,-25.3860219,-51.496797
2026/02/27 12:12:25.000+00,-25.3860275,-51.4967576
2026/02/27 12:12:30.000+00,-25.386025,-51.496757
2026/02/27 12:12:35.000+00,-25.3860313,-51.4967652
2026/02/27 12:12:40.000+00,-25.3860313,-51.4967677
2026/02/27 12:12:44.000+00,-25.3860314,-51.496767
2026/02/27 12:12:49.000+00,-25.3860343,-51.4967636
2026/02/27 12:12:54.000+00,-25.386026,-51.4967648
2026/02/27 12:12:59.000+00,-25.3860241,-51.4967651
2026/02/27 12:13:04.000+00,-25.3860228,-51.4967587
2026/02/27 12:13:09.000+00,-25.3860161,-51.4967543
2026/02/27 12:13:14.000+00,-25.3860042,-51.4967386
2026/02/27 12:13:18.000+00,-25.385983,-51.4967256
2026/02/27 12:13:23.000+00,-25.3859589,-51.4967099
2026/02/27 12:13:27.000+00,-25.3859494,-51.4967045
2026/02/27 12:13:28.000+00,-25.3859428,-51.4967014
2026/02/27 12:13:33.000+00,-25.3859205,-51.4966863
2026/02/27 12:13:37.000+00,-25.38589,-51.4966681
2026/02/27 12:13:42.000+00,-25.38586,-51.4966468
2026/02/27 12:13:47.000+00,-25.3858427,-51.4966321
2026/02/27 12:13:50.000+00,-25.3858283,-51.4966206
2026/02/27 12:13:54.000+00,-25.3858085,-51.4966076
2026/02/27 12:13:59.000+00,-25.3857755,-51.4965903
2026/02/27 12:14:04.000+00,-25.3857384,-51.4965662
2026/02/27 12:14:09.000+00,-25.3857235,-51.4965561
2026/02/27 12:14:13.000+00,-25.385697,-51.4965448
2026/02/27 12:14:17.000+00,-25.3856507,-51.4965199
2026/02/27 12:14:22.000+00,-25.3856417,-51.4965258
2026/02/27 12:14:27.000+00,-25.3856403,-51.4965247
2026/02/27 12:14:32.000+00,-25.3856408,-51.4965248
2026/02/27 12:14:37.000+00,-25.3856391,-51.4965243
2026/02/27 12:14:42.000+00,-25.385639,-51.4965262
2026/02/27 12:14:47.000+00,-25.3856382,-51.4965264
2026/02/27 12:14:52.000+00,-25.3856402,-51.4965256
2026/02/27 12:14:56.000+00,-25.3856393,-51.4965281
2026/02/27 12:15:00.000+00,-25.3856412,-51.4965138
2026/02/27 12:15:05.000+00,-25.3856198,-51.4965143
2026/02/27 12:15:09.000+00,-25.3855918,-51.496507
2026/02/27 12:15:14.000+00,-25.3855761,-51.4964891
2026/02/27 12:15:19.000+00,-25.3855754,-51.4964855
2026/02/27 12:15:20.000+00,-25.3855736,-51.4964833
2026/02/27 12:15:24.000+00,-25.3855642,-51.4964766
2026/02/27 12:15:28.000+00,-25.3855281,-51.4964421
2026/02/27 12:15:32.000+00,-25.3855165,-51.496438
2026/02/27 12:15:37.000+00,-25.3854839,-51.4964222
2026/02/27 12:15:40.000+00,-25.3854532,-51.4964055
2026/02/27 12:15:44.000+00,-25.3854268,-51.4963882
2026/02/27 12:15:48.000+00,-25.3854081,-51.4963777
2026/02/27 12:15:53.000+00,-25.3853989,-51.4963788
2026/02/27 12:15:58.000+00,-25.3853949,-51.4963847
2026/02/27 12:16:02.000+00,-25.3853884,-51.4963914
2026/02/27 12:16:06.000+00,-25.3853829,-51.4963984
2026/02/27 12:16:11.000+00,-25.3853814,-51.4964065
2026/02/27 12:16:16.000+00,-25.3853694,-51.49643
2026/02/27 12:16:21.000+00,-25.3853634,-51.4964403
2026/02/27 12:16:26.000+00,-25.3853573,-51.4964587
2026/02/27 12:16:30.000+00,-25.3853522,-51.4964735
2026/02/27 12:16:35.000+00,-25.3853519,-51.4964775
2026/02/27 12:16:39.000+00,-25.3853512,-51.4964793
2026/02/27 12:16:44.000+00,-25.3853502,-51.4964796
2026/02/27 12:16:49.000+00,-25.3853483,-51.4964794
2026/02/27 12:16:59.000+00,-25.3853483,-51.4964777
2026/02/27 12:17:04.000+00,-25.3853556,-51.4964881
2026/02/27 12:17:09.000+00,-25.3853561,-51.4964883
2026/02/27 12:17:14.000+00,-25.3853574,-51.4964782
2026/02/27 12:17:19.000+00,-25.3853575,-51.4964783
2026/02/27 12:17:34.000+00,-25.3853578,-51.4964815
2026/02/27 12:17:38.000+00,-25.3853693,-51.4964928
2026/02/27 12:17:43.000+00,-25.3853794,-51.4965026
2026/02/27 12:17:48.000+00,-25.3853979,-51.4965047
2026/02/27 12:17:53.000+00,-25.3854054,-51.4965011
2026/02/27 12:17:57.000+00,-25.3854212,-51.4965022
2026/02/27 12:18:02.000+00,-25.3854323,-51.4965056
2026/02/27 12:18:07.000+00,-25.3854358,-51.4965055
2026/02/27 12:18:12.000+00,-25.3854322,-51.4964916
2026/02/27 12:18:17.000+00,-25.3854234,-51.4964894
2026/02/27 12:18:22.000+00,-25.3854217,-51.4964871
2026/02/27 12:18:27.000+00,-25.3854323,-51.496495
2026/02/27 12:18:32.000+00,-25.385472,-51.4965147
2026/02/27 12:18:36.000+00,-25.3855102,-51.4965391
2026/02/27 12:18:37.000+00,-25.3855156,-51.4965429
2026/02/27 12:18:41.000+00,-25.385539,-51.496555
2026/02/27 12:18:45.000+00,-25.3855687,-51.4965758
2026/02/27 12:18:50.000+00,-25.3856018,-51.4965998
2026/02/27 12:18:54.000+00,-25.3856361,-51.4966191
2026/02/27 12:18:58.000+00,-25.3856751,-51.4966376
2026/02/27 12:19:02.000+00,-25.3857048,-51.496654
2026/02/27 12:19:07.000+00,-25.3857192,-51.4966559
2026/02/27 12:19:12.000+00,-25.3857419,-51.4966713
2026/02/27 12:19:16.000+00,-25.3857576,-51.4966846
2026/02/27 12:19:16.000+00,-25.3857582,-51.4966852
2026/02/27 12:19:20.000+00,-25.3857841,-51.4967067
2026/02/27 12:19:25.000+00,-25.3858063,-51.4967175
2026/02/27 12:19:30.000+00,-25.3858161,-51.4967274
2026/02/27 12:19:34.000+00,-25.3858683,-51.4967777
2026/02/27 12:19:39.000+00,-25.3859036,-51.4967969
2026/02/27 12:19:43.000+00,-25.3859361,-51.4968128
2026/02/27 12:19:47.000+00,-25.385962,-51.4968319
2026/02/27 12:19:52.000+00,-25.3859743,-51.4968384
2026/02/27 12:19:57.000+00,-25.3859709,-51.496838
2026/02/27 12:20:01.000+00,-25.3859664,-51.496845
2026/02/27 12:20:06.000+00,-25.3859655,-51.4968412
2026/02/27 12:20:10.000+00,-25.385953,-51.4968648
2026/02/27 12:20:14.000+00,-25.3859523,-51.4968817
2026/02/27 12:20:19.000+00,-25.3859468,-51.4969008
2026/02/27 12:20:24.000+00,-25.3859433,-51.4969093
2026/02/27 12:20:29.000+00,-25.3859515,-51.496903
2026/02/27 12:20:34.000+00,-25.3859494,-51.4969085
2026/02/27 12:20:39.000+00,-25.3859433,-51.4969168
2026/02/27 12:20:43.000+00,-25.3859391,-51.4969295
2026/02/27 12:20:47.000+00,-25.3859344,-51.4969317
2026/02/27 12:20:52.000+00,-25.3859308,-51.4969331
2026/02/27 12:20:57.000+00,-25.3859257,-51.4969331
2026/02/27 12:21:02.000+00,-25.3859111,-51.4969331
2026/02/27 12:21:06.000+00,-25.3858986,-51.4969314
2026/02/27 12:21:11.000+00,-25.3858923,-51.4969298
2026/02/27 12:21:15.000+00,-25.3858903,-51.4969284
2026/02/27 12:21:20.000+00,-25.3858894,-51.4969275
2026/02/27 12:21:25.000+00,-25.3858896,-51.4969282
2026/02/27 12:21:29.000+00,-25.3858955,-51.4969337
2026/02/27 12:21:34.000+00,-25.3859038,-51.4969411
2026/02/27 12:21:38.000+00,-25.3859068,-51.4969422
2026/02/27 12:21:43.000+00,-25.3859092,-51.4969428
2026/02/27 12:21:48.000+00,-25.3859074,-51.4969441
2026/02/27 12:21:53.000+00,-25.3859043,-51.496944
2026/02/27 12:21:58.000+00,-25.3859098,-51.4969455
2026/02/27 12:22:03.000+00,-25.3859096,-51.4969453
2026/02/27 12:22:08.000+00,-25.3859094,-51.4969456
2026/02/27 12:22:13.000+00,-25.3859082,-51.4969452
2026/02/27 12:22:18.000+00,-25.3859082,-51.4969449
2026/02/27 12:22:23.000+00,-25.3859092,-51.4969473
2026/02/27 12:22:33.000+00,-25.3859062,-51.4969475
2026/02/27 12:22:38.000+00,-25.3859059,-51.4969473
2026/02/27 12:22:43.000+00,-25.3859017,-51.4969395
2026/02/27 12:22:48.000+00,-25.3858961,-51.4969424
2026/02/27 12:22:52.000+00,-25.3858915,-51.496936
2026/02/27 12:22:57.000+00,-25.3858663,-51.4969358
2026/02/27 12:23:01.000+00,-25.3858335,-51.4969062
2026/02/27 12:23:05.000+00,-25.3858116,-51.496891
2026/02/27 12:23:09.000+00,-25.3857947,-51.4968839
2026/02/27 12:23:13.000+00,-25.3857786,-51.4968784
2026/02/27 12:23:18.000+00,-25.385769,-51.4968716
2026/02/27 12:23:23.000+00,-25.3857571,-51.4968628
2026/02/27 12:23:27.000+00,-25.385712,-51.4968329
2026/02/27 12:23:30.000+00,-25.3856915,-51.4968195
2026/02/27 12:23:34.000+00,-25.3856632,-51.4968023
2026/02/27 12:23:39.000+00,-25.3856401,-51.4967869
2026/02/27 12:23:43.000+00,-25.3856085,-51.4967721
2026/02/27 12:23:47.000+00,-25.3855808,-51.496754
2026/02/27 12:23:48.000+00,-25.3855702,-51.4967467
2026/02/27 12:23:53.000+00,-25.3855438,-51.4967296
2026/02/27 12:23:57.000+00,-25.3855173,-51.4967153
2026/02/27 12:24:02.000+00,-25.3854975,-51.4967042
2026/02/27 12:24:06.000+00,-25.3854718,-51.4966891
2026/02/27 12:24:11.000+00,-25.3854511,-51.4966796
2026/02/27 12:24:12.000+00,-25.3854489,-51.4966788
2026/02/27 12:24:17.000+00,-25.3854292,-51.4966712
2026/02/27 12:24:21.000+00,-25.385389,-51.4966488
2026/02/27 12:24:25.000+00,-25.3853524,-51.4966285
2026/02/27 12:24:30.000+00,-25.385338,-51.4966194
2026/02/27 12:24:35.000+00,-25.3853293,-51.496619
2026/02/27 12:24:40.000+00,-25.3853258,-51.4966195
2026/02/27 12:24:40.000+00,-25.3853221,-51.4966187
2026/02/27 12:24:44.000+00,-25.3853166,-51.496617
2026/02/27 12:24:49.000+00,-25.3853094,-51.4966105
2026/02/27 12:24:54.000+00,-25.385299,-51.4965974
2026/02/27 12:24:59.000+00,-25.3852884,-51.496597
2026/02/27 12:25:04.000+00,-25.3852724,-51.4965963
2026/02/27 12:25:09.000+00,-25.3852776,-51.4965969
2026/02/27 12:25:14.000+00,-25.3852772,-51.4965981
2026/02/27 12:25:18.000+00,-25.3852617,-51.4966211
2026/02/27 12:25:23.000+00,-25.3852452,-51.4966439
2026/02/27 12:25:27.000+00,-25.3852404,-51.4966535
2026/02/27 12:25:31.000+00,-25.3852296,-51.496675
2026/02/27 12:25:36.000+00,-25.3852264,-51.4967032
2026/02/27 12:25:40.000+00,-25.3852289,-51.4967066
2026/02/27 12:25:45.000+00,-25.3852344,-51.496705
2026/02/27 12:25:50.000+00,-25.3852329,-51.4967046
2026/02/27 12:25:54.000+00,-25.3852285,-51.4967084
2026/02/27 12:25:59.000+00,-25.3852283,-51.4967103
2026/02/27 12:26:03.000+00,-25.3852282,-51.4967095
2026/02/27 12:26:08.000+00,-25.3852272,-51.4967058
2026/02/27 12:26:13.000+00,-25.3852264,-51.4967042
2026/02/27 12:26:18.000+00,-25.3852259,-51.4967039
2026/02/27 12:26:23.000+00,-25.3852274,-51.4967027
2026/02/27 12:26:27.000+00,-25.3852279,-51.4967018
2026/02/27 12:26:31.000+00,-25.3852291,-51.4967063
2026/02/27 12:26:36.000+00,-25.3852285,-51.4967117
2026/02/27 12:26:41.000+00,-25.3852311,-51.4967182
2026/02/27 12:26:45.000+00,-25.3852436,-51.4967243
2026/02/27 12:26:49.000+00,-25.3852511,-51.4967312
2026/02/27 12:26:54.000+00,-25.3852525,-51.4967372
2026/02/27 12:26:58.000+00,-25.3852601,-51.4967396
2026/02/27 12:27:03.000+00,-25.3852706,-51.4967436
2026/02/27 12:27:07.000+00,-25.3852771,-51.4967476
2026/02/27 12:27:12.000+00,-25.3852794,-51.4967501
2026/02/27 12:27:17.000+00,-25.3852872,-51.4967567
2026/02/27 12:27:22.000+00,-25.3853054,-51.4967679
2026/02/27 12:27:26.000+00,-25.3853361,-51.4967838
2026/02/27 12:27:31.000+00,-25.3853508,-51.4967846
2026/02/27 12:27:35.000+00,-25.3853858,-51.4967989
2026/02/27 12:27:40.000+00,-25.3854057,-51.4968152
2026/02/27 12:27:44.000+00,-25.3854192,-51.4968303
2026/02/27 12:27:47.000+00,-25.3854276,-51.4968413
2026/02/27 12:27:52.000+00,-25.3854352,-51.4968495
2026/02/27 12:27:56.000+00,-25.3854459,-51.4968636
2026/02/27 12:28:01.000+00,-25.3854591,-51.4968653
2026/02/27 12:28:06.000+00,-25.3854682,-51.4968649
2026/02/27 12:28:10.000+00,-25.3855052,-51.4968815
2026/02/27 12:28:15.000+00,-25.3855398,-51.4969034
2026/02/27 12:28:15.000+00,-25.3855494,-51.4969111
2026/02/27 12:28:19.000+00,-25.3855585,-51.4969197
2026/02/27 12:28:24.000+00,-25.3855934,-51.4969262
2026/02/27 12:28:28.000+00,-25.3856072,-51.4969228
2026/02/27 12:28:33.000+00,-25.3856189,-51.4969257
2026/02/27 12:28:37.000+00,-25.3856121,-51.4969303
2026/02/27 12:28:41.000+00,-25.3856095,-51.4969323
2026/02/27 12:28:46.000+00,-25.3856063,-51.4969322
2026/02/27 12:28:50.000+00,-25.3856056,-51.4969333
2026/02/27 12:28:55.000+00,-25.3856089,-51.4969366
2026/02/27 12:28:59.000+00,-25.3856095,-51.4969385
2026/02/27 12:29:04.000+00,-25.38561,-51.4969401
2026/02/27 12:29:08.000+00,-25.3856089,-51.4969449
2026/02/27 12:29:13.000+00,-25.3856122,-51.4969409
2026/02/27 12:29:18.000+00,-25.3856129,-51.4969407
2026/02/27 12:29:23.000+00,-25.3856119,-51.4969402
2026/02/27 12:29:28.000+00,-25.3856127,-51.4969404
2026/02/27 12:29:33.000+00,-25.3856123,-51.4969392
2026/02/27 12:29:38.000+00,-25.3856082,-51.4969377
2026/02/27 12:29:43.000+00,-25.3856074,-51.4969374
2026/02/27 12:29:48.000+00,-25.3856081,-51.496935
2026/02/27 12:29:52.000+00,-25.3856104,-51.496933
2026/02/27 12:29:57.000+00,-25.385607,-51.4969359
2026/02/27 12:30:01.000+00,-25.3856068,-51.496936
2026/02/27 12:30:06.000+00,-25.3856067,-51.4969361
2026/02/27 12:30:10.000+00,-25.3856348,-51.4969434
2026/02/27 12:30:15.000+00,-25.3856573,-51.4969636
2026/02/27 12:30:20.000+00,-25.3856756,-51.496973
2026/02/27 12:30:24.000+00,-25.3857178,-51.4969981
2026/02/27 12:30:28.000+00,-25.3857492,-51.4970134
2026/02/27 12:30:32.000+00,-25.3857777,-51.4970288
2026/02/27 12:30:35.000+00,-25.3857993,-51.497039
2026/02/27 12:30:40.000+00,-25.3858215,-51.4970554
2026/02/27 12:30:45.000+00,-25.3858247,-51.4970539
2026/02/27 12:30:50.000+00,-25.3858432,-51.497073
2026/02/27 12:30:54.000+00,-25.3858395,-51.4970745
2026/02/27 12:30:59.000+00,-25.3858359,-51.497075
2026/02/27 12:31:03.000+00,-25.3858349,-51.4970882
2026/02/27 12:31:07.000+00,-25.3858354,-51.4971024
2026/02/27 12:31:11.000+00,-25.3858316,-51.4971149
2026/02/27 12:31:16.000+00,-25.3858287,-51.4971292
2026/02/27 12:31:20.000+00,-25.3858195,-51.4971514
2026/02/27 12:31:25.000+00,-25.3858087,-51.4971607
2026/02/27 12:31:29.000+00,-25.3858083,-51.49715
2026/02/27 12:31:33.000+00,-25.3857762,-51.4971331
2026/02/27 12:31:37.000+00,-25.3857451,-51.4971185
2026/02/27 12:31:41.000+00,-25.3857249,-51.4971091
2026/02/27 12:31:46.000+00,-25.3856919,-51.4970974
2026/02/27 12:31:50.000+00,-25.385679,-51.4970953
2026/02/27 12:31:54.000+00,-25.3856857,-51.4970985
2026/02/27 12:31:59.000+00,-25.3856785,-51.4970945
2026/02/27 12:32:01.000+00,-25.3856722,-51.4970922
2026/02/27 12:32:06.000+00,-25.3856331,-51.4970789
2026/02/27 12:32:10.000+00,-25.3856141,-51.4970722
2026/02/27 12:32:15.000+00,-25.3855909,-51.4970625
2026/02/27 12:32:20.000+00,-25.3855529,-51.4970444
2026/02/27 12:32:21.000+00,-25.3855452,-51.4970395
2026/02/27 12:32:25.000+00,-25.3855089,-51.4970237
2026/02/27 12:32:30.000+00,-25.3854777,-51.4970067
2026/02/27 12:32:35.000+00,-25.3854491,-51.4969904
2026/02/27 12:32:39.000+00,-25.3854569,-51.4969853
2026/02/27 12:32:44.000+00,-25.3854527,-51.4969862
2026/02/27 12:32:49.000+00,-25.3854506,-51.4969872
2026/02/27 12:32:53.000+00,-25.3854456,-51.4969882
2026/02/27 12:32:56.000+00,-25.3854165,-51.4969811
2026/02/27 12:33:01.000+00,-25.3853695,-51.4969583
2026/02/27 12:33:05.000+00,-25.385341,-51.4969368
2026/02/27 12:33:09.000+00,-25.3853193,-51.49693
2026/02/27 12:33:13.000+00,-25.3852952,-51.4969171
2026/02/27 12:33:16.000+00,-25.3852953,-51.4969114
2026/02/27 12:33:21.000+00,-25.3852868,-51.4969028
2026/02/27 12:33:25.000+00,-25.3852466,-51.4968876
2026/02/27 12:33:30.000+00,-25.3852308,-51.4968724
2026/02/27 12:33:35.000+00,-25.3852394,-51.4968815
2026/02/27 12:33:40.000+00,-25.3852448,-51.4968843
2026/02/27 12:33:46.000+00,-25.3852459,-51.4968856
2026/02/27 12:33:51.000+00,-25.385247,-51.4968867
2026/02/27 12:33:56.000+00,-25.3852447,-51.4968858
2026/02/27 12:34:01.000+00,-25.3852418,-51.496888
2026/02/27 12:34:05.000+00,-25.3852336,-51.4968864
2026/02/27 12:34:10.000+00,-25.3852333,-51.4968853
2026/02/27 12:34:15.000+00,-25.3852333,-51.4968839
2026/02/27 12:34:20.000+00,-25.3852357,-51.4968822
2026/02/27 12:34:25.000+00,-25.3852379,-51.4968803
2026/02/27 12:34:29.000+00,-25.3852376,-51.4968815
2026/02/27 12:34:34.000+00,-25.3852376,-51.4968817
2026/02/27 12:34:42.000+00,-25.3852376,-51.4968818
2026/02/27 12:34:46.000+00,-25.3852385,-51.4968803
2026/02/27 12:34:51.000+00,-25.3852387,-51.4968798
2026/02/27 12:34:55.000+00,-25.3852362,-51.4968793
2026/02/27 12:35:00.000+00,-25.3852306,-51.4968799
2026/02/27 12:35:05.000+00,-25.3852304,-51.4968816
2026/02/27 12:35:09.000+00,-25.3852275,-51.4968806
2026/02/27 12:35:14.000+00,-25.3852165,-51.4968713
2026/02/27 12:35:18.000+00,-25.3852142,-51.49687
2026/02/27 12:35:23.000+00,-25.3852152,-51.4968692
2026/02/27 12:35:27.000+00,-25.385215,-51.4968693
2026/02/27 12:35:32.000+00,-25.3852153,-51.4968691
2026/02/27 12:35:42.000+00,-25.3851982,-51.4968642
2026/02/27 12:35:48.000+00,-25.3852025,-51.4968742
2026/02/27 12:35:53.000+00,-25.3851985,-51.49688
2026/02/27 12:35:57.000+00,-25.3851908,-51.4968857
2026/02/27 12:36:02.000+00,-25.3851871,-51.4969021
2026/02/27 12:36:07.000+00,-25.3851867,-51.4969035
2026/02/27 12:36:12.000+00,-25.3851872,-51.496904
2026/02/27 12:36:16.000+00,-25.3851916,-51.4969083
2026/02/27 12:36:21.000+00,-25.3851998,-51.496911
2026/02/27 12:36:26.000+00,-25.3852096,-51.4969138
2026/02/27 12:36:30.000+00,-25.3852164,-51.4969281
2026/02/27 12:36:34.000+00,-25.385219,-51.4969537
2026/02/27 12:36:39.000+00,-25.3852341,-51.4969767
2026/02/27 12:36:44.000+00,-25.3852407,-51.4969687
2026/02/27 12:36:48.000+00,-25.3852416,-51.4969724
2026/02/27 12:36:52.000+00,-25.3852539,-51.4969757
2026/02/27 12:36:57.000+00,-25.3852989,-51.4969855
2026/02/27 12:37:02.000+00,-25.3853195,-51.4970031
2026/02/27 12:37:06.000+00,-25.3853498,-51.4970212
2026/02/27 12:37:10.000+00,-25.385382,-51.49703
2026/02/27 12:37:11.000+00,-25.3853878,-51.4970309
2026/02/27 12:37:15.000+00,-25.3854283,-51.4970482
2026/02/27 12:37:19.000+00,-25.3854595,-51.4970661
2026/02/27 12:37:24.000+00,-25.3854868,-51.4970852
2026/02/27 12:37:26.000+00,-25.385503,-51.4970997
2026/02/27 12:37:31.000+00,-25.3855277,-51.4971168
2026/02/27 12:37:36.000+00,-25.3855371,-51.4971233
2026/02/27 12:37:41.000+00,-25.3855488,-51.4971278
2026/02/27 12:37:46.000+00,-25.3855652,-51.4971361
2026/02/27 12:37:50.000+00,-25.3855839,-51.4971451
2026/02/27 12:37:55.000+00,-25.3855973,-51.4971475
2026/02/27 12:38:00.000+00,-25.3856053,-51.4971485
2026/02/27 12:38:04.000+00,-25.3856178,-51.4971517
2026/02/27 12:38:07.000+00,-25.3856302,-51.4971652
2026/02/27 12:38:12.000+00,-25.385651,-51.4971767
2026/02/27 12:38:16.000+00,-25.3856878,-51.4971876
2026/02/27 12:38:21.000+00,-25.3856995,-51.4971939
2026/02/27 12:38:25.000+00,-25.3857385,-51.4972086
2026/02/27 12:38:27.000+00,-25.3857578,-51.4972196
2026/02/27 12:38:31.000+00,-25.385785,-51.497233
2026/02/27 12:38:35.000+00,-25.3857937,-51.4972461
2026/02/27 12:38:40.000+00,-25.3857748,-51.4972742
2026/02/27 12:38:44.000+00,-25.385753,-51.4972631
2026/02/27 12:38:48.000+00,-25.3857745,-51.4972603
2026/02/27 12:38:53.000+00,-25.3857506,-51.4972534
2026/02/27 12:38:57.000+00,-25.385726,-51.4972468
2026/02/27 12:39:02.000+00,-25.3857137,-51.4972415
2026/02/27 12:39:07.000+00,-25.3857125,-51.4972409
2026/02/27 12:39:12.000+00,-25.3857122,-51.497239
2026/02/27 12:39:17.000+00,-25.3857129,-51.4972387
2026/02/27 12:39:22.000+00,-25.3857188,-51.49724
2026/02/27 12:39:26.000+00,-25.3857106,-51.4972385
2026/02/27 12:39:31.000+00,-25.3856823,-51.4972261
2026/02/27 12:39:35.000+00,-25.3856379,-51.4972131
2026/02/27 12:39:37.000+00,-25.385618,-51.4972039
2026/02/27 12:39:42.000+00,-25.3855787,-51.4971853
2026/02/27 12:39:47.000+00,-25.3855601,-51.4971818
2026/02/27 12:39:51.000+00,-25.3855454,-51.497162
2026/02/27 12:39:55.000+00,-25.3855075,-51.4971354
2026/02/27 12:39:57.000+00,-25.3854921,-51.4971319
2026/02/27 12:40:01.000+00,-25.3854531,-51.4971136
2026/02/27 12:40:06.000+00,-25.3854111,-51.497098
2026/02/27 12:40:10.000+00,-25.3853761,-51.497085
2026/02/27 12:40:11.000+00,-25.3853616,-51.4970792
2026/02/27 12:40:16.000+00,-25.3853423,-51.4970786
2026/02/27 12:40:20.000+00,-25.3853543,-51.4970706
2026/02/27 12:40:24.000+00,-25.3853142,-51.4970511
2026/02/27 12:40:29.000+00,-25.3852713,-51.4970286
2026/02/27 12:40:33.000+00,-25.385233,-51.4970201
2026/02/27 12:40:37.000+00,-25.3851842,-51.497009
2026/02/27 12:40:41.000+00,-25.3851514,-51.4969921
2026/02/27 12:40:45.000+00,-25.3851175,-51.4969674
2026/02/27 12:40:46.000+00,-25.385109,-51.4969599
2026/02/27 12:40:50.000+00,-25.3850897,-51.4969252
2026/02/27 12:40:54.000+00,-25.3850839,-51.4968697
2026/02/27 12:40:59.000+00,-25.3850923,-51.4968282
2026/02/27 12:41:02.000+00,-25.385103,-51.4968058
2026/02/27 12:41:06.000+00,-25.3851212,-51.4967681
2026/02/27 12:41:10.000+00,-25.3851426,-51.4967277
2026/02/27 12:41:15.000+00,-25.385158,-51.4966878
2026/02/27 12:41:17.000+00,-25.3851664,-51.4966693
2026/02/27 12:41:21.000+00,-25.3851815,-51.4966279
2026/02/27 12:41:25.000+00,-25.3851975,-51.4965961
2026/02/27 12:41:29.000+00,-25.3852076,-51.4965758
2026/02/27 12:41:34.000+00,-25.3852182,-51.4965376
2026/02/27 12:41:35.000+00,-25.3852214,-51.4965293
2026/02/27 12:41:39.000+00,-25.3852323,-51.4964916
2026/02/27 12:41:43.000+00,-25.3852409,-51.4964618
2026/02/27 12:41:48.000+00,-25.3852553,-51.4964341
2026/02/27 12:41:52.000+00,-25.3852463,-51.4964258
2026/02/27 12:41:56.000+00,-25.3852577,-51.4964328
2026/02/27 12:42:01.000+00,-25.3852625,-51.4964324
2026/02/27 12:42:05.000+00,-25.3852666,-51.4964304
2026/02/27 12:42:10.000+00,-25.3852646,-51.4964289
2026/02/27 12:42:15.000+00,-25.3852596,-51.4964247
2026/02/27 12:42:20.000+00,-25.3852615,-51.4964127
2026/02/27 12:42:25.000+00,-25.3852612,-51.4964106
2026/02/27 12:42:29.000+00,-25.385264,-51.4964106
2026/02/27 12:42:34.000+00,-25.385268,-51.4964072
2026/02/27 12:42:39.000+00,-25.3852625,-51.4964055
2026/02/27 12:42:44.000+00,-25.3852665,-51.4964074
2026/02/27 12:42:49.000+00,-25.3852685,-51.4964115
2026/02/27 12:42:53.000+00,-25.3852731,-51.4964124
2026/02/27 12:42:58.000+00,-25.385267,-51.4964134
2026/02/27 12:43:03.000+00,-25.3852667,-51.4964138
2026/02/27 12:43:08.000+00,-25.3852701,-51.496407
2026/02/27 12:43:18.000+00,-25.3852645,-51.4964006
2026/02/27 12:43:23.000+00,-25.385256,-51.4963927
2026/02/27 12:44:03.000+00,-25.3852581,-51.4963956
2026/02/27 12:44:06.000+00,-25.3852706,-51.4963877
2026/02/27 12:44:11.000+00,-25.3852783,-51.4963905
2026/02/27 12:44:40.000+00,-25.3852779,-51.4963917
2026/02/27 12:44:45.000+00,-25.3852751,-51.4963913
2026/02/27 12:44:55.000+00,-25.3852765,-51.4963952
2026/02/27 12:45:00.000+00,-25.3852799,-51.4963941
2026/02/27 12:45:10.000+00,-25.3852648,-51.4963904
2026/02/27 12:45:15.000+00,-25.385266,-51.4963896
2026/02/27 12:45:25.000+00,-25.3852605,-51.4963909
2026/02/27 12:45:30.000+00,-25.385266,-51.4963859
2026/02/27 12:45:45.000+00,-25.3852695,-51.4963876
2026/02/27 12:45:50.000+00,-25.3852724,-51.4963878
2026/02/27 12:46:15.000+00,-25.3852692,-51.4963868
2026/02/27 12:46:20.000+00,-25.3852665,-51.4963879
2026/02/27 12:46:25.000+00,-25.3852645,-51.4963827
2026/02/27 12:46:50.000+00,-25.385276,-51.4963755
2026/02/27 12:46:55.000+00,-25.3852777,-51.4963531
2026/02/27 12:47:00.000+00,-25.385304,-51.4963109
